PaperID,PaperTitle,PublicationDate,PaperLocated,DOI,#Citation,#Reference,#Existed Reference,#Not in RG List
1733116,Gaussianity | Request PDF,08-Jun,arXiv,,12 ,222,95,105
1733117,Characterisation of radiation damage in silicon photomultipliers with a Monte Carlo model | Request PDF,08-Sep,Nuclear Instruments and Methods in Physics Research Section A Accelerators Spectrometers Detectors and Associated Equipment 594(3):351-357,10.1016/j.nima.2008.06.021,19 ,13,11,2
1733118,(PDF) Primordial magnetic fields from preheating at the electroweak scale,08-Jul,Journal of High Energy Physics 2008(07),10.1088/1126-6708/2008/07/043,60 ,139,126,13
1733119,(PDF) Kinetic surface roughening for the Mullins-Herring equation,08-May,Journal of Mathematical Physics 50(1),10.1063/1.3072915,6 ,23,18,5
1733120,"(PDF) $L^\infty$-uniqueness of Schr\""odinger operators restricted in an open domain",08-Jan,arXiv,,0 ,17,13,4
1733121,Toward the Graphics Turing Scale on a Blue Gene Supercomputer,08-Feb,arXiv,,0 ,16,12,4
1733122,(PDF) On Homological and Homotopical Algebra of Supersymmetries and Integrability in String Theory,08-Jun,arXiv,,1 ,46,30,16
1733123,Flops on holomorphic symplectic fourfolds and determinantal cubic hypersurfaces,08-Jun,Journal of the Institute of Mathematics of Jussieu 9(01),10.1017/S1474748009000140,20 ,51,46,5
1733124,(PDF) Need for context-aware computing in astrophysics,08-Jun,arXiv,,0 ,18,10,8
1733125,(PDF) Multi-Mode Quantum Memory based on Atomic Frequency Combs,08-May,Physical Review A 79(5),10.1103/PhysRevA.79.052329,372 ,79,45,34
1733126,(PDF) Method of determination of the most probable coordinate of formation of $\alpha$-particle in $\alpha$-decay,08-May,arXiv,,2 ,54,41,13
1733127,Integral-field spectroscopy of a Lyman-Break Galaxy at z=3.2: evidence for merging,07-Nov,Astronomy and Astrophysics 479(1),10.1051/0004-6361:20078555,37 ,54,16,38
1733128,(PDF) Charge Order with Structural Distortion in Organic Conductors: Comparison between θ-(ET)2RbZn(SCN)4 and α-(ET)2I3,08-Mar,Journal of the Physical Society of Japan 77(3):4708-,10.1143/JPSJ.77.034708,39 ,75,76,63
1733129,Phase space distribution of Gabor expansions | Request PDF,08-Jun,Applied and Computational Harmonic Analysis 26(2),10.1016/j.acha.2008.07.005,13 ,27,23,4
1733131,(PDF) Exact solution for the interior of a black hole,08-Jun,Fluctuation and Noise Letters 8(2),10.1142/S0219477508004441,2 ,22,10,12
1733132,"(PDF) B, B_ {s}→ K form factors: An update of light-cone sum rule results",08-Sep,Physical review D: Particles and fields 78(5),10.1103/PhysRevD.78.054015,72 ,68,44,24
1733133,"(PDF) Model-Independent Tests for Time Reversal, CP Violations and for CPT Theorem in Λb and bar Λ b Two-Body Decays",09-Jan,Modern Physics Letters A 24(02):109-121,10.1142/S0217732309028928,11 ,61,36,25
1733134,Limits to consistent on-line forecasting for ergodic time series | Request PDF,Apr-98,IEEE Transactions on Information Theory 44(2):886 - 892,10.1109/18.661540,70 ,27,23,4
1733135,(PDF) Persistent Current for a genus g=2 structure,07-Dec,arXiv,,0 ,16,5,11
1733136,The Scattering Matrix and Associated Formulas in Hamiltonian Mechanics | Request PDF,08-Jun,Communications in Mathematical Physics 293(2),10.1007/s00220-009-0937-7,9 ,43,34,9
1733137,"(PDF) Occurrence of pairwise energy level degeneracies in q,p-oscillator model",08-Jun,arXiv,,6 ,9,9,0
1733138,On a generalization of Christoffel words: epichristoffel words,09-Sep,Theoretical Computer Science 410(38-40):3782-3791,10.1016/j.tcs.2009.05.014,6 ,68,59,9
1733139,(PDF) Weight fluctuations of information storage media,08-Jun,arXiv,,1 ,10,2,8
1733140,(PDF) Nonlinear structure in a current-carrying collisional dusty plasma,08-May,Physics of Plasmas 15(9),10.1063/1.2982494,6 ,33,25,8
1733141,(PDF) Properties of Nucleon Resonances by means of a Genetic Algorithm,08-Jun,Physical Review C 78(6):65212,10.1103/PhysRevC.77.065212,20 ,83,50,33
1733142,(PDF) First order perturbations of the Einstein-Straus and Oppenheimer-Snyder models,08-Jun,Physical review D: Particles and fields 78(8),10.1103/PHYSREVD.78.084022,11 ,36,35,1
1733143,(PDF) Superresolving Distant Galaxies with Gravitational Telescopes: Keck Laser Guide Star Adaptive Optics and Hubble Space Telescope Imaging of the Lens System SDSS J0737+3216,08-Dec,The Astrophysical Journal 671(2):1196,10.1086/523091,60 ,81,61,20
1733144,"(PDF) Non-Commutative Geometry, Categories and Quantum Physics",08-Jan,arXiv,,24 ,719,115,0
1733145,On why the Iron K-shell absorption in AGN is not a signature of the local Warm/Hot Intergalactic Medium | Request PDF,08-Mar,Monthly Notices of the Royal Astronomical Society Letters 385(1):L108 - L112,10.1111/j.1745-3933.2008.00443.x,111 ,78,35,43
1733146,Baxter permutations and plane bipolar orientations,08-Aug,,10.1016/j.endm.2008.06.011,43 ,38,36,2
1733147,A degree bound for globally generated vector bundles,08-Jun,Mathematische Zeitschrift 262(3),10.1007/s00209-008-0385-7,15 ,16,11,5
1733148,"A model of a 2d non-Fermi liquid with SO(5) symmetry, AF order, and a d-wave SC gap",08-May,Journal of Physics A Mathematical and Theoretical 42(2),10.1088/1751-8113/42/2/025402,8 ,68,41,27
1733149,Four manifolds with two-positive Ricci curvature,08-Jun,arXiv,,6 ,2,2,0
1733150,(PDF) An Exploratory Search for z 6 Quasars in the UKIDSS Early Data Release,08-Jul,The Astronomical Journal 136(3):954,10.1088/0004-6256/136/3/954,9 ,56,35,21
1733151,Free fields in skew fields | Request PDF,08-Jun,arXiv,,0 ,14,10,4
1733152,(PDF) Reconciling Grand Unification with Strings by Anisotropic Compactifications,08-Jun,Physical review D: Particles and fields 78(6),10.1103/PHYSREVD.78.066006,22 ,86,80,6
1733153,(PDF) Transverse conformal Killing forms and a Gallot-Meyer Theorem for foliations,08-Jun,Mathematische Zeitschrift 270(1-2),10.1007/s00209-010-0800-8,26 ,43,33,10
1733154,(PDF) Chiral Lagrangian with broken scale: Testing the restoration of symmetries in astrophysics and in the laboratory,08-May,Physical Review C 79(4),10.1103/PhysRevC.79.045801,28 ,120,114,115
1733155,(PDF) Influence of confinement on granular penetration by impact,08-Aug,Physical Review E 78(1 Pt 1):010301,10.1103/PhysRevE.78.010301,91 ,30,24,25
1733156,(PDF) MHV amplitudes in 𝒩 = 2 SQCD and in 𝒩 = 4 SYM at one-loop,08-May,Journal of High Energy Physics 2008(08),10.1088/1126-6708/2008/08/033,13 ,55,74,25
1733157,"MHV amplitudes, Wilson loops and the BDS ansatz in the superconformal N=2 QCD",08-Jun,arXiv,,0 ,33,33,0
1733158,Binary-black-hole initial data with nearly-extremal spins | Request PDF,08-Jun,Physical review D: Particles and fields 78(8),10.1103/PhysRevD.78.084017,146 ,152,84,68
1733159,(PDF) Fermi-surface induced modulation in an optimally doped YBCO superconductor,08-May,arXiv,,0 ,28,3,25
1733160,Embedding nonlinear O(6) sigma model into N=4 super-Yang–Mills theory | Request PDF,08-Jun,Nuclear Physics B 807(3):397-423,10.1016/j.nuclphysb.2008.07.007,57 ,73,64,9
1733161,(PDF) 2γ and 3γ annihilation as calibration processes for high energy e + e - Colliders,08-Feb,JETP Letters 87(2),10.1007/s11448-008-2002-8,3 ,13,1,12
1733162,(PDF) Fourier Modeling of the Radio Torus Surrounding SN 1987A,08-May,The Astrophysical Journal 684(1),10.1086/590330,36 ,98,55,43
1733163,(PDF) Statistical Predictions From Anarchic Field Theory Landscapes,10-Jan,Physics Letters B 682(4-5):476-483,10.1016/j.physletb.2009.11.046,11 ,33,28,5
1733164,Lick Indices in the Thin and Thick Disks of Edge-On Disk Galaxies | Request PDF,08-May,The Astrophysical Journal 683(2),10.1086/590246,56 ,189,102,87
1733165,(PDF) Probing Script N = 4 SYM with surface operators,08-May,Journal of High Energy Physics 10(10),10.1088/1126-6708/2008/10/048,66 ,117,79,38
1733166,Bulk viscosity and spectral functions in QCD,08-May,Journal of High Energy Physics 9(09),10.1088/1126-6708/2008/09/015,126 ,62,51,11
1733167,(PDF) Signals of Doubly-Charged Higgsinos at the CERN Large Hadron Collider,08-Jun,Physical review D: Particles and fields 78(3),10.1103/PhysRevD.78.035013,27 ,138,74,64
1733168,p(x) + ip(y) Superfluid from s-Wave Interactions of Fermionic Cold Atoms | Request PDF,08-Nov,Physical Review Letters 101(16):160401,10.1103/PhysRevLett.101.160401,389 ,41,25,16
1733169,(PDF) Crossed products and cleft extensions for coquasi-Hopf algebras,08-Jun,arXiv,,5 ,35,46,11
1733170,MAMBO mapping of Spitzer c2d small clouds and cores | Request PDF,08-May,Astronomy and Astrophysics 487(3),10.1051/0004-6361:200809481,340 ,224,53,0
1733171,The Structure of Classical Bulges And Pseudobulges: The Link Between Pseudobulges And Sersic Index,08-May,The Astronomical Journal 136(2),10.1088/0004-6256/136/2/773,271 ,135,80,139
1733172,(PDF) The Experimental Probe of Inflationary Cosmology (EPIC): A Mission Concept Study for NASA's Einstein Inflation Probe,08-Jun,arXiv,,70 ,111,31,80
1733173,(PDF) An Orthogonal Test of the L-Functions Ratios Conjecture,08-May,Proceedings of the London Mathematical Society 99(2),10.1112/plms/pdp009,24 ,58,50,8
1733174,Kaluza-Klein Dark Matter: Direct Detection vis-a-vis LHC (IDM 2008 proceeding),08-Nov,arXiv,,8 ,84,79,5
1733175,Managing Critical Spreadsheets in a Compliant Environment,08-Jun,arXiv,,3 ,7,1,6
1733176,(PDF) Pauli spin blockade in carbon nanotube double quantum dots,08-May,"Physical review. B, Condensed matter 77(24)",10.1103/PhysRevB.77.245439,39 ,45,44,35
1733177,"(PDF) Latency in local, two-dimensional, fault-tolerant quantum computing",08-Jun,arXiv,,30 ,23,12,11
1733178,(PDF) Cosmological Shocks in Eulerian Simulations: Main Properties and Cosmic Rays Acceleration,08-Jun,arXiv,,5 ,42,22,20
1733179,(PDF) Dust Emission from the Perseus Molecular Cloud,08-May,The Astrophysical Journal 684(2),10.1086/590375,32 ,58,25,33
1733180,"(PDF) Extremal N=(2,2) 2D Conformal Field Theories and Constraints of Modularity",08-Jun,Communications in Number Theory and Physics 2(4),10.4310/CNTP.2008.v2.n4.a3,39 ,66,48,18
1733181,Towards a New Proof of Anderson Localization,08-Jun,European Physical Journal C 72(2),10.1140/epjc/s10052-012-1881-9,12 ,37,29,8
1733182,A Structured Methodology for Spreadsheet Modelling | Request PDF,08-May,,DBLP,9 ,8,5,3
1733183,Building Financial Accuracy into Spreadsheets,08-Jun,arXiv,,1 ,10,5,5
1733184,(PDF) Best subspace tensor approximations,08-Jun,arXiv,,4 ,12,9,3
1733185,(PDF) Probing Dust around Brown Dwarfs: The naked LP 944-20 and the Disk of Cha Ha2,03-Jan,Proceedings of the International Astronomical Union 211(2),10.1086/342210,46 ,23,13,10
1733186,(PDF) Ergodic Theory and Visualization I: Mesochronic Plots for Visualization of Ergodic Partition and Invariant Sets,10-Sep,"Chaos (Woodbury, N.Y.) 20(3):033114",10.1063/1.3458896,45 ,38,37,1
1733187,(PDF) Unitary Braid Representations with Finite Image,08-Jun,Algebraic & Geometric Topology 8(4),10.2140/agt.2008.8.2063,9 ,33,23,9
1733188,(PDF) Are Self-explaining and Coached Problem Solving More Effective When Done by Pairs of Students Than Alone?,08-May,arXiv,,7 ,20,28,1
1733189,(PDF) Classification of Spreadsheet Errors,08-Jun,arXiv,,75 ,9,4,5
1733190,(PDF) Upper limits on the diffuse supernova neutrino flux from the SuperKamiokande data,08-May,Journal of Cosmology and Astroparticle Physics 8(08),10.1088/1475-7516/2008/08/033,23 ,82,69,13
1733191,"(PDF) Chains of distributions, hierarchical Bayesian models and Benford's Law",08-May,arXiv,,14 ,33,26,7
1733192,Some bounds for ramification of -torsion semi-stable representations | Request PDF,11-Jan,Journal of Algebra 325(1):70-96,10.1016/j.jalgebra.2010.10.005,23 ,30,28,2
1733193,Measurement of the Open Charm Cross-Section in 200 GeV Heavy-Ion Collisions at STAR,08-Jun,,10.1142/9789814280945_0009,5 ,21,6,15
1733194,(PDF) Vector Field Models of Inflation and Dark Energy,08-May,Journal of Cosmology and Astroparticle Physics 2008(08),10.1088/1475-7516/2008/08/021,221 ,89,81,8
1733195,Photometric Survey for Stellar Clusters in the Outer Part of M33,08-Jun,arXiv,,14 ,62,33,29
1733196,On the Spin History of the X-Ray Pulsar in Kes 73: Further Evidence for an Ultramagnetized Neutron Star | Request PDF,Sep-99,The Astrophysical Journal 522(1),10.1086/312220,88 ,29,19,10
1733197,Radiative Levitation in Hot Horizontal Branch Stars,Jul-99,arXiv,,2 ,23,6,17
1733198,(PDF) Spectrophotometric Dating of Elliptical Galaxies in the Ultraviolet,Jul-99,arXiv,,0 ,24,10,14
1733199,(PDF) Search for the f1(1285) → π+π-π0 decay with the VES detector,08-Nov,European Physical Journal A 38(2):149-154,10.1140/epja/i2008-10664-8,13 ,20,8,21
1733200,The Observational Basis for Central Engines in Gamma Ray Bursts,Jul-99,arXiv,,11 ,30,12,18
1733201,(PDF) A Radial Velocity Survey for Large Magellanic Cloud Microlensed Sources,09-Jan,The Astrophysical Journal 526(1):141,10.1086/308002,5 ,39,21,18
1733202,The EUV spectrum of the unique bare stellar core H1504+65,Jul-99,arXiv,,14 ,20,4,16
1733203,"(PDF) Observations of the Crab Nebula, Mkn 501 and Mkn 421 using the TACTIC Imaging Element",Jul-99,arXiv,,0 ,9,0,9
1733204,Purely electromagnetic spacetimes | Request PDF,08-Jan,Physical review D: Particles and fields 77(4),10.1103/PHYSREVD.77.044007,1 ,58,33,25
1733205,1ES 1741+196: A BL Lacertae object in a triplet of interacting galaxies? | Request PDF,Jul-99,arXiv,,8 ,21,11,10
1733206,(PDF) Capillary filling in patterned channels,08-Jun,Physical Review E 77(6 Pt 2):067301,10.1103/PhysRevE.77.067301,74 ,21,14,7
1733207,"(PDF) The bright galaxy population of five medium redshift clusters. I. Color-Magnitude Relation, Blue Fractions and Visual Morphology",08-Jun,Astronomy and Astrophysics 487(2),10.1051/0004-6361:200809600,13 ,126,59,67
1733208,On cosmological observables in a swiss-cheese universe (Conference proceeding) | Request PDF,08-Jun,arXiv,,8 ,14,7,7
1733209,(PDF) (Multi)Matrix Models and Interacting Clones of Liouville Gravity,08-May,Journal of High Energy Physics 0808(08),10.1088/1126-6708/2008/08/044,19 ,77,66,10
1733210,The Classical Stellar Atmosphere Problem | Request PDF,Jul-99,Journal of Computational and Applied Mathematics 109(1-2):65-93,10.1016/S0377-0427(99)00154-5,85 ,51,26,25
1733211,On the Cusp around Central Black Holes in Luminous Elliptical Galaxies | Request PDF,Dec-99,The Astrophysical Journal 525(2):L77-L80,10.1086/312338,37 ,42,25,17
1733212,VHE Gamma Rays from PKS 2155-304 | Request PDF,Jul-99,arXiv,,0 ,42,0,42
1733213,(PDF) Dynamic correlation functions in one-dimensional quasicondensates,03-Apr,Physical Review A 67(4),10.1103/PhysRevA.67.043603,39 ,48,35,13
1733214,CYCLOTOMIC EXPANSION OF EXCEPTIONAL SPECTRAL MEASURES,12-May,International Journal of Mathematics 20(03),10.1142/S0129167X09005297,0 ,23,22,1
1733215,(PDF) Evaluation of the semiclassical coherent state propagator in the presence of phase space caustics,08-Feb,Journal of Physics Conference Series 99(1),10.1088/1742-6596/99/1/012016,2 ,77,50,27
1733216,Model-Independent Global Search for New High-pT Physics at CDF,08-Jan,arXiv,,10 ,9,0,9
1733217,(PDF) Exact Lattice Supersymmetry at Large N,08-May,Journal of High Energy Physics 2008(10),10.1088/1126-6708/2008/10/036,11 ,159,96,54
1733218,Risk Assessment For Spreadsheet Developments: Choosing Which Models to Audit,08-Jun,arXiv,,13 ,8,4,4
1733219,Relativistic transport theory for simple fluids to first order in the gradients | Request PDF,08-May,Physica A: Statistical Mechanics and its Applications 388(18):3765-3770,10.1016/j.physa.2009.06.001,28 ,24,24,0
1733220,Extraordinary Sensitivity of the Electronic Structure and Properties of Single-Walled Carbon Nanotubes to Molecular Charge-Transfer | Request PDF,08-Aug,The Journal of Physical Chemistry C 112(34):13053-13056,10.1021/jp805136e,106 ,32,14,18
1733221,(PDF) Casimir forces between cylinders and plates,08-Jul,Physical Review A 78(1),10.1103/PhysRevA.78.012104,66 ,38,23,15
1733222,Changes in the electronic structure and properties of graphene induced by molecular charge-transfer | Request PDF,08-Dec,Chemical Communications 2008(41):5155-7,10.1039/b808955h,290 ,29,18,11
1733223,Differential Conformal Superalgebras and their Forms,08-Jun,Advances in Mathematics 222(3):809-861,10.1016/j.aim.2009.05.012,6 ,26,23,3
1733224,(PDF) Broadband electrically detected magnetic resonance of phosphorus donors in a silicon field-effect transistor,08-Jun,Applied Physics Letters 93(7),10.1063/1.2960356,32 ,27,16,11
1733225,Buried treasure in the sand of the QCD vacuum | Request PDF,08-Jun,arXiv,,6 ,32,12,20
1733227,On the Capacity of Wireless Multicast Networks | Request PDF,08-Jun,arXiv,,6 ,28,28,0
1733228,(PDF) Coalition Games with Cooperative Transmission: A Cure for the Curse of Boundary Nodes in Selfish Packet-Forwarding Wireless Networks,09-Jan,IEEE Transactions on Communications 57(1):203-213,10.1109/TCOMM.2009.0901.060661,150 ,44,36,8
1733229,(PDF) Covariant versions of Margolus-Levitin Theorem,08-Jun,arXiv,,1 ,36,18,18
1733230,(PDF) 57Fe Mossbauer spectroscopy and magnetic measurements of oxygen deficient LaFeAsO,08-May,arXiv,,0 ,3,1,2
1733231,Nonclassicality of single quantum excitation of a thermal field in thermal environments | Request PDF,08-May,Physics Letters A 372(46),10.1016/j.physleta.2008.10.016,8 ,52,31,21
1733232,Surface Homeomorphisms That Do Not Extend to Any Handlebody and the Johnson Filtration,08-Jun,arXiv,,1 ,34,27,7
1733233,Remote atom entanglement in a fiber-connected three-atom system | Request PDF,08-Jun,arXiv,,0 ,46,19,27
1733234,Coupling of plasmons to the spins of Tamm-Shockley states at noble metal surfaces,08-Jun,arXiv,,0 ,30,5,25
1733235,(PDF) Monotone Linear Relations: Maximality and Fitzpatrick Functions,08-Jun,arXiv,,44 ,19,17,2
1733236,(PDF) Characterization of jacobian Newton polygons of plane branches and new criteria of irreducibility,08-May,Annales- Institut Fourier 60(2),10.5802/aif.2536,13 ,30,44,5
1733237,"(PDF) Line Shifts, Broad-Line Region Inflow, and the Feeding of AGNs",08-Jun,The Astrophysical Journal 769(1),10.1088/0004-637X/769/1/30,58 ,209,106,19
1733238,Assessing the X-ray Contribution from Jets in X-ray Binaries,02-Sep,arXiv,,1 ,16,1,15
1733239,Superoperator nonequilibrium Green's function theory of many-body systems; Applications to charge transfer and transport in open junctions | Request PDF,08-May,Physics Reports 465(5):191-222,10.1016/j.physrep.2008.05.003,84 ,156,107,49
1733240,(PDF) Mott Phase in Polarized Two-component Atomic Fermi Lattice Gas:A Playground for S=1/2 Heisenberg Model in Magnetic Field,08-Jun,arXiv,,0 ,38,5,32
1733241,(PDF) Multiferroic properties of Bi0.9- xLa0.1ErxFeO3 ceramics,08-Jun,arXiv,,2 ,34,8,26
1733242,(PDF) Possibility of Detecting Moons of Pulsar Planets Through Time-of-Arrival Analysis,08-May,The Astrophysical Journal 685(2),10.1086/592743,29 ,66,33,33
1733243,(PDF) Anatomy of luminosity functions: The 2dFGRS example,08-May,Astronomy and Astrophysics 495(1),10.1051/0004-6361:200810274,47 ,234,122,18
1733244,(PDF) Primordial statistical anisotropy generated at the end of inflation,08-May,Journal of Cosmology and Astroparticle Physics 8(08),10.1088/1475-7516/2008/08/005,163 ,78,0,0
1733245,(PDF) Spectro-Polarimetric Observation of an Emerging Flux Region: Triggering Mechanism of Ellerman Bombs,08-Dec,The Astrophysical Journal 684(1):736,10.1086/590234,61 ,42,29,13
1733246,(PDF) Study of Nuclear Suppression at Large Forward Rapidities in d-Au Collisions at Relativistic and Ultrarelativistic Energies,08-Jun,Physical Review C 78(2),10.1103/PhysRevC.78.025213,27 ,49,24,25
1733247,(PDF) Geometrical tests of cosmological models - III. The Cosmology-evolution diagram at z=1,07-Oct,Astronomy and Astrophysics 478(1),10.1051/0004-6361:20077118,4 ,88,37,51
1733248,Primordial matter density contrast and the size of the very early universe in the Quantum Big Bang theory of the cosmological constant,08-May,arXiv,,0 ,13,6,7
1733249,Automorphisms of Coxeter Groups and Lusztig’s Conjectures for Hecke Algebras with Unequal Parameters,08-May,Nagoya Mathematical Journal 195,10.1017/S0027763000009752,0 ,4,4,0
1733250,Particle creation in a time-dependent electric field revisited,09-Feb,Annals of Physics 324(2):361-370,10.1016/j.aop.2008.10.012,6 ,26,22,4
1733251,(PDF) Gross features of finite nuclei at finite temperatures,08-Jun,European Physical Journal A 44(2),10.1140/epja/i2010-10941-y,1 ,30,10,0
1733252,From itinerant to local-moment antiferromagnetism in Kondo lattices: Adiabatic continuity vs. quantum phase transitions,08-Jun,"Physical review. B, Condensed matter 78(12)",10.1103/PhysRevB.78.125109,45 ,68,38,18
1733253,Parametric and nonparametric models and methods in financial econometrics,08-Jan,Statistics Surveys 1(0801.1599),10.1214/08-SS034,22 ,182,176,6
1733254,(PDF) On pluricanonical systems of algebraic varieties of general type,08-May,arXiv,,2 ,28,10,0
1733255,Baxter's Q-operators for supersymmetric spin chains | Request PDF,08-Dec,Nuclear Physics B 805(3):451-516,10.1016/j.nuclphysb.2008.06.025,2 ,28,28,0
1733256,(PDF) A unified explanation of the Kadowaki-Woods ratio in strongly correlated metals,08-May,Nature Physics 5(6),10.1038/nphys1249,136 ,34,29,4
1733257,(PDF) Spin chain model for correlated quantum channels,08-Jun,New Journal of Physics 10(11),10.1088/1367-2630/10/11/115009,11 ,68,42,26
1733258,(PDF) A comparison of designs of off-axis Gregorian telescopes for mm-wave large focal plane arrays,02-Jul,arXiv,,3 ,28,27,1
1733259,Quasi-Simultaneous Two Band Optical Micro-Variability of Luminous Radio-Quiet QSOs | Request PDF,08-Jun,New Astronomy 14(1):88-96,10.1016/j.newast.2008.05.007,4 ,70,46,19
1733260,(PDF) Flat Universe with Hyperbolic Voids,08-May,EPL (Europhysics Letters) 86(2),10.1209/0295-5075/86/29002,10 ,38,20,18
1733261,(PDF) Adjoint bi-continuous semigroups and semigroups on the space of measures,08-May,Czechoslovak Mathematical Journal 61(2),10.1007/s10587-011-0076-0,7 ,44,38,5
1733262,(PDF) Coupled system description of perturbed KdV equation,08-Jun,arXiv,,0 ,18,4,14
1733263,(PDF) Multiscaling of Galactic Cosmic Ray Flux,03-Feb,Physical Review Letters 90(4):041101,10.1103/PhysRevLett.90.041101,11 ,27,21,6
1733264,On Shintani’s ray class invariant for totally real number fields,08-May,Mathematische Annalen 346(2):449-476,10.1007/s00208-009-0405-x,2 ,17,0,0
1733265,(PDF) Theoretical Model of Viscous Friction inside Steadily Sheared Foams and Concentrated Emulsions,08-Jul,Physical Review E 78(1 Pt 1):011405,10.1103/PhysRevE.78.011405,65 ,75,130,9
1733266,(PDF) Electric field-induced spin textures in a superlattice with Rashba and Dresselhaus spin-orbit coupling,08-May,"Physical review. B, Condensed matter 79(20)",10.1103/PhysRevB.79.205401,24 ,96,41,55
1733267,Robustness of planar random graphs to targeted attacks,08-May,Journal of Statistical Mechanics Theory and Experiment 2008(7),10.1088/1742-5468/2008/07/P07024,0 ,24,24,0
1733268,Self‐Regulation of the Reconnecting Current Layer in Relativistic Pair Plasma Reconnection,08-Jun,The Astrophysical Journal 684:1477,10.1086/590425,26 ,38,27,11
1733269,(PDF) Constraints on the Evolution of Black Hole Spin due to Magnetohydrodynamic Accretion,08-Jun,Physical Review D 78(2),10.1103/PhysRevD.78.023012,3 ,42,29,13
1733270,(PDF) Bulk and surface structure of the clean and adsorbate-covered decagonal Al-Co-Ni quasicrystal,08-May,Journal of Physics Condensed Matter 20(31),10.1088/0953-8984/20/31/314006,14 ,81,47,34
1733271,(PDF) V405 Aurigae: A High Magnetic Field Intermediate Polar,08-May,The Astrophysical Journal 684(1),10.1086/590144,28 ,78,40,38
1733272,Multiscaling Anderson localization of cosmic electromagnetic fields | Request PDF,03-Jun,Physics Letters B 559:107-112,10.1016/S0370-2693(03)00376-9,7 ,69,36,33
1733273,(PDF) New directions in Nielsen–Reidemeister theory,10-Jul,Topology and its Applications 157(10-11):1724-1735,10.1016/j.topol.2010.02.018,26 ,139,116,21
1733274,A Most General Edge Elimination Polynomial - Thickening of Edges,08-Feb,Fundamenta Informaticae 98(4),10.3233/FI-2010-233,14 ,14,13,1
1733275,(PDF) Constrained Violent Relaxation to a Spherical Halo,Jun-99,The Astrophysical Journal 524(2),10.1086/307831,0 ,32,16,16
1733276,Measurements of Flux Limits for TeV Emission from AGNs | Request PDF,Jul-99,arXiv,,0 ,22,0,22
1733277,Detection of CO (2-1) and radio continuum emission from the z = 4.4 QSO BRI 1335-0417,Jun-99,The Astrophysical Journal 521(1),10.1086/312179,36 ,38,19,19
1733278,TeV Measurements of Young Pulsars and Supernova Remnants | Request PDF,Jul-99,arXiv,,0 ,22,0,22
1733279,Isomorphisms of unitary forms of Kac-Moody groups over finite fields,08-Jan,arXiv,,1 ,21,18,3
1733280,(PDF) From Data Topology to a Modular Classifier,03-Aug,International Journal on Document Analysis and Recognition (IJDAR) 6(1):1-9,10.1007/s10032-002-0095-3,3 ,60,88,21
1733281,On the contribution of nearly-critical spin and charge collective modes to the Raman spectra of high-Tc cuprates | Request PDF,08-May,Journal of Magnetism and Magnetic Materials 321(7),10.1016/j.jmmm.2008.11.025,4 ,34,21,13
1733282,(PDF) Interference bands in decays of doubly-charged Higgs bosons to dileptons in the minimal type-II seesaw model at the TeV scale,08-Aug,Physics Letters B 666(1):48-56,10.1016/j.physletb.2008.06.059,16 ,46,34,12
1733283,(PDF) Nernst effect of epitaxial YBCO films doped with Ca and Zn,08-Jun,arXiv,,2 ,40,28,41
1733284,Self-Stark Limit of Brightness Temperature in Cosmic Masers,03-Jun,arXiv,,4 ,5,3,2
1733285,(PDF) Singular Perturbations and Lindblad-Kossakowski Differential Equations,09-Jul,IEEE Transactions on Automatic Control 54(6):1325 - 1329,10.1109/TAC.2009.2015542,26 ,17,17,0
1733286,(PDF) Fast Sweeping into Feshbach Molecules as a Probe of Fermionic Condensates,08-Jun,arXiv,,0 ,19,7,12
1733287,Stokes imaging polarimetry using image restoration at the Swedish 1-m Solar Telescope,08-May,Astronomy and Astrophysics 489(1),10.1051/0004-6361:200809959,48 ,58,25,33
1733288,(PDF) Tentative detection of phosphine in IRC+10216,08-May,Astronomy and Astrophysics 485(3),10.1051/0004-6361:200810193,39 ,58,27,31
1733289,"(PDF) Charge, strangeness and radius of strangelets",07-Jun,Journal of Physics G Nuclear and Particle Physics 34(7),10.1088/0954-3899/34/7/010,19 ,73,46,27
1733290,The role of minor mergers in the recent star formation history of early-type galaxies | Request PDF,07-Nov,Monthly Notices of the Royal Astronomical Society 394(4),10.1111/j.1365-2966.2009.14403.x,130 ,84,37,47
1733291,Rings graded equivalent to the Weyl algebra,09-Jan,Journal of Algebra 321(2):495-531,10.1016/j.jalgebra.2008.10.011,18 ,25,19,6
1733292,(PDF) V838 Monocerotis: A Geometric Distance from Hubble Space Telescope Polarimetric Imaging of its Light Echo,08-Jan,The Astronomical Journal 135(2):605,10.1088/0004-6256/135/2/605,63 ,77,53,24
1733293,(PDF) Phase diagram for condensation of microcavity polaritons: From theory to practice,08-Jun,"Physical review. B, Condensed matter 77(23)",10.1103/PHYSREVB.77.235313,12 ,111,46,63
1733294,(PDF) On the Mean-Field Limit of Bosons with Coulomb Two-Body Interaction,08-May,Communications in Mathematical Physics 288(3),10.1007/s00220-009-0754-z,116 ,34,26,7
1733295,Balanced Families of Perfect Hash Functions and Their Applications | Request PDF,08-Jun,ACM Transactions on Algorithms 6(3),10.1007/978-3-540-73420-8_39,20 ,35,33,2
1733296,Notes on quantum evolution across singularities,08-Aug,Fortschritte der Physik 56(7-9),10.1002/prop.200810546,0 ,18,13,5
